NOTE  |Author: Z E C K v1.6  [08.08.2018]    
NOTE  |   
NOTE  |                    ★★★ TH 7-8 ★★★
NOTE  |
NOTE  |Train: 32 Balloons, 20 Minions or 12 Wizards, 3 Rages, 1 Haste and Balloons in CC 
NOTE  |
NOTE  |    Script work on "EXTERNAL EDGES"

      |------------------------------------LavaLoonion Start------------------------------------------|
      |                                          Z E C K                                              |
	  
      |_TROOPNAME_|__FLEXIBLE_|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|
TRAIN |Ball       |0          |0          |32         |32         |0          |0          |0          |
TRAIN |Mini       |0          |0          |20         |20         |0          |0          |0          |

TRAIN |RSpell     |0          |0          |3          |3          |0          |0          |0          |
TRAIN |HaSpell    |0          |0          |0          |1          |0          |0          |0          |

      |_TROOPNAME_|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|
TRAIN |King       |0          |0          |0          |0          |0          |0          |0          |
TRAIN |Queen      |0          |0          |0          |0          |0          |0          |0          |
TRAIN |Warden     |0          |0          |0          |0          |0          |0          |0          |

      |___________|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|
REDLN |0          |0          |0          |0          |0          |4          |4          |4          |
DRPLN |0          |0          |0          |0          |0          |0          |0          |0          |

      |___________|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|
CCREQ |           |           |           |Balloons   |Balloons   |           |           |           |

	  |EXTR. GOLD |EXTR.ELIXIR|EXTR. DARK |DEPO. GOLD |DEPO.ELIXIR|DEPO. DARK |TOWNHALL   |FORCED SIDE|
SIDE  |0          |0          |0          |0          |0          |0          |10         |           |
      |EAGLE      |INFERNO    |XBOW       |WIZTOWER   |MORTAR     |AIRDEFENSE |GEMBOX     |GEMBOX     |
SIDEB |0          |0          |0          |0          |0          |9          |0          |0          |

      |VECTOR_____|SIDE_______|DROP_POINTS|ADDTILES___|VERSUS_____|RANDOMX_PX_|RANDOMY_PX_|BUILDING___|
MAKE  |A          |FRONT-LEFT |10         |0          |EXT-INT    |0          |5          |           |
MAKE  |B          |FRONT-RIGHT|10         |0          |INT-EXT    |0          |5          |           |
MAKE  |Z          |FRONT-RIGHT|10         |0          |EXT-INT    |0          |5          |           |
MAKE  |K          |FRONT-LEFT |10         |0          |INT-EXT    |0          |5          |           |
MAKE  |C          |FRONT-LEFT |10         |-7         |INT-EXT    |0          |5          |           |
MAKE  |D          |FRONT-RIGHT|10         |-8         |INT-EXT    |0          |5          |           |
MAKE  |E          |FRONT-LEFT |10         |-16        |INT-EXT    |0          |5          |           |
MAKE  |G          |FRONT-RIGHT|10         |-17        |INT-EXT    |0          |5          |           |
MAKE  |R          |BACK-RIGHT |10         |0          |INT-EXT    |0          |5          |           |
MAKE  |J          |BACK-LEFT  |10         |0          |INT-EXT    |0          |5          |           |
MAKE  |M          |LEFT-FRONT |10         |0          |INT-EXT    |0          |5          |           |
MAKE  |N          |RIGHT-FRONT|10         |0          |EXT-INT    |0          |5          |           |

      |VECTOR_____|INDEX______|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|___________|
DROP  |A          |10         |1          |Castle     |0          |0          |450-500    |           |
DROP  |A          |4,5,6,8,10 |5          |Ball       |50-70      |27-50      |15-20      |           |
DROP  |B          |1,3,5,5,6,7|6          |Ball       |50-70      |27-50      |15-20      |           |
DROP  |Z          |3,5,7,9,10 |5          |Ball       |55-70      |27-50      |15-20      |           |
DROP  |K          |1,3,5,6,7,9|6          |Ball       |55-70      |27-50      |15-20      |           |
DROP  |A          |4,6,7,9,10 |5          |Ball       |50-70      |27-50      |15-20      |           |
DROP  |B          |1,3,4,6,8  |5          |Ball       |50-70      |27-50      |600-800    |           |
DROP  |C          |4          |1          |RSpell     |50-100     |0          |600-800    |           |
DROP  |D          |3          |1          |RSpell     |50-100     |0          |500-700    |           |
WAIT  |1500-2000  |           |           |           |           |           |           |           |
DROP  |E          |1          |1          |RSpell     |50-100     |0          |250-300    |           |
DROP  |G          |2          |1          |HaSpell    |50-100     |0          |500-700    |           |
WAIT  |1300-1500  |           |           |           |           |           |           |           |
DROP  |M          |5,6,7,8,10 |5          |Mini       |50-70      |27-50      |90-100     |           |           |
DROP  |A          |1,3,5,7,9  |5          |Mini       |50-70      |27-50      |15-20      |           |           |
DROP  |B          |2,4,6,8,10 |5          |Mini       |50-70      |27-50      |90-100     |           |           |
DROP  |N          |1,2,3,4,5  |5          |Mini       |50-70      |27-50      |15-20      |           |           |
DROP  |A          |6-10       |6          |Wiza       |50-70      |27-50      |15-20      |           |
DROP  |B          |1-6        |6          |Wiza       |50-70      |27-50      |15-20      |           |
WAIT  |1500-2000  |           |           |           |           |           |           |           |
DROP  |R          |5          |1          |King       |0          |0          |400-500    |           |
DROP  |J          |5          |1          |Queen      |0          |0          |500-700    |           |
DROP  |A-B        |1-8        |1          |REMAIN     |50-70      |100        |50-100     |           |

      |                                                                                               |
      |-------------------------------------LavaLoonion End-------------------------------------------|
